1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.984477,0.98294,0.986069,1.01345,0.982571,1.00744,1.00868,1.02725,0.987868,0.998524,0.992309,0.991757,0.981097,1.00564,1.00348,0.996853,1.01502,0.991086,0.991875,1.02138,0.985723,0.980637,1.00229,0.988638,0.999557,1.00922,0.990728,0.990576
0.977156,0.979446,0.984903,1.00562,0.987127,1.02102,1.01694,1.02073,1.01011,0.997748,0.995357,0.997231,0.98492,1.00848,0.989786,1.00196,1.00114,0.992283,0.979614,0.998259,1.01197,0.985024,1.0063,0.981351,0.989074,0.999846,0.992876,0.980008
0.983467,0.972448,0.989161,1.00366,0.974201,1.03241,1.00864,1.00648,1.00018,0.981258,0.980649,1.0033,0.980025,1.01633,0.986492,0.988165,1.00071,0.992732,0.964792,1.03073,1.01275,0.980645,1.00462,0.966684,0.984944,0.992112,0.985952,0.965647
0.975744,1.01135,0.978986,1.00293,0.976134,1.05531,1.01456,1.00717,1.01444,0.968915,0.967301,0.986222,0.987067,1.02579,0.982682,0.976528,0.986387,0.982762,0.969841,1.03388,1.00426,0.991074,1.00155,0.968553,1.00202,0.992843,0.994276,0.971211
0.965882,1.01396,0.969646,1.00427,0.972398,1.04536,1.03405,0.991349,1.02827,0.95396,0.961212,0.973453,0.966132,1.02055,0.968313,0.9867,0.978725,0.975019,0.982866,1.02811,1.00164,1.01064,0.977895,0.991196,1.01728,1.0144,1.00841,0.957507
0.968535,1.01916,0.976076,1.00193,0.956705,1.03756,1.04686,0.988741,1.02828,0.949394,0.963661,0.986445,0.948232,1.02007,0.954284,0.994323,0.95674,0.988079,0.99541,1.02202,0.990922,0.995719,0.968312,0.986836,1.06493,1.02188,0.997862,0.957326
0.967819,1.01924,0.981147,1.05251,0.947366,1.03927,1.03082,0.970841,1.04585,0.958629,0.952358,0.976989,0.923846,0.991893,0.945027,1.01063,0.960217,0.998722,0.988962,1.01186,0.982826,0.987125,0.971535,1.00172,1.06305,1.02027,1.01312,0.968136
0.975139,1.0222,0.996433,1.04516,0.937905,1.05905,1.02787,0.964957,1.05158,0.978984,0.961551,0.980673,0.947508,0.987616,0.932826,1.00755,0.966853,0.989839,0.982276,0.995793,0.983313,1.01396,0.974937,0.993504,1.06671,1.00554,1.01578,0.948449
0.97273,1.02819,1.00585,1.04317,0.936184,1.06203,1.01748,0.972031,1.04824,0.982963,0.941168,0.980777,0.969459,0.994119,0.933643,1.02293,0.963438,0.999044,0.969798,1.0038,0.984612,1.01604,0.957356,0.981577,1.08054,0.98654,1.0184,0.931528
0.985313,1.04417,1.00855,1.0448,0.953347,1.05846,1.00529,0.968035,1.04274,0.992511,0.929103,0.984165,0.979354,0.984571,0.952714,1.01873,0.963153,1.01039,0.953301,1.03325,0.987567,1.01165,0.950286,0.977472,1.052,0.987106,1.04034,0.935841
0.989746,1.04908,0.990996,1.04907,0.94798,1.06919,1.01519,0.949935,1.05446,0.993458,0.920918,0.978531,0.965482,0.981694,0.955368,1.03047,0.961889,1.03402,0.939505,1.06359,0.979201,1.00128,0.94362,0.979866,1.03811,0.988155,1.03866,0.956055
0.999254,1.06693,0.996078,1.03714,0.942736,1.07513,1.04151,0.951088,1.05924,0.989483,0.913589,0.987774,0.966511,0.995479,0.965497,1.02437,0.958331,1.03244,0.935139,1.08751,0.998679,1.01379,0.927687,0.96322,1.02786,0.990041,1.02647,0.950163
1.02233,1.05412,0.994145,1.05912,0.92927,1.07346,1.04695,0.932815,1.05615,1.00059,0.919241,0.993272,0.97669,0.991272,0.992314,1.00912,0.985,1.04438,0.92936,1.12966,1.01352,1.0178,0.924128,0.958472,1.02546,0.982816,1.0102,0.956454
1.0133,1.05086,0.973797,1.06131,0.957843,1.06878,1.05496,0.928022,1.03318,0.993553,0.924679,1.01884,0.972267,1.00044,0.991856,1.01053,1.00393,1.04607,0.948355,1.14176,1.02301,1.03668,0.909062,0.942899,1.04423,0.9782,1.00252,0.940102
1.01075,1.03516,0.977369,1.05234,0.960867,1.06614,1.0526,0.91545,1.06156,1.00264,0.912832,1.01248,0.971719,1.00153,0.986505,1.01153,1.00432,1.04194,0.945973,1.17132,1.01597,1.01945,0.899756,0.944631,1.02573,0.973945,0.988175,0.957879
1.02422,1.0222,0.967866,1.05827,0.940559,1.07594,1.07383,0.897486,1.06658,1.00413,0.937032,1.01091,0.954312,1.01616,0.974462,1.00726,1.02227,1.08633,0.949612,1.20574,0.999365,1.05185,0.885153,0.934493,1.01828,0.988179,0.976421,0.957497
1.01144,1.04115,1.00223,1.06163,0.960828,1.05264,1.06371,0.91306,1.09094,1.01093,0.934655,1.00614,0.96905,1.03169,0.96631,1.00242,1.06106,1.09921,0.961155,1.21203,1.03095,1.06631,0.891374,0.916186,1.02646,0.996995,0.970605,0.964539
1.00013,1.02255,1.02513,1.03773,0.958877,1.04891,1.05197,0.902511,1.10009,1.02198,0.947986,1.00268,0.954031,1.0338,0.960145,1.01352,1.09474,1.10153,0.951476,1.24424,1.00894,1.09066,0.901436,0.92727,1.0321,1.0097,0.992326,0.955909
0.995161,1.02231,1.02178,1.03769,0.955367,1.03641,1.03436,0.8954,1.10173,1.02457,0.942471,1.00152,0.950254,1.01809,0.963196,0.989654,1.0964,1.08519,0.946331,1.23718,1.01189,1.11744,0.89057,0.902458,1.02244,0.994435,0.990225,0.952229
0.999457,1.01515,1.02869,1.01662,0.97313,1.04101,1.03281,0.891485,1.09966,1.03101,0.927885,1.00142,0.945185,1.0058,0.988418,0.994435,1.11899,1.10071,0.936261,1.2591,1.0098,1.13469,0.890497,0.891081,1.03207,0.981845,0.979144,0.967792
0.982769,1.02441,1.04041,1.01188,0.966635,1.02325,1.02713,0.881536,1.08494,1.04412,0.928022,1.00415,0.936967,1.00833,1.01551,0.991163,1.10781,1.10913,0.926969,1.2393,1.01543,1.15307,0.892091,0.888621,1.047,0.978473,0.970563,0.981291
0.992366,1.00793,1.0494,0.994967,0.982988,1.01592,1.0439,0.893365,1.07454,1.03756,0.913648,1.0187,0.933215,0.996687,1.00562,0.986386,1.11441,1.11633,0.914625,1.22762,1.01398,1.13944,0.8908,0.881603,1.08377,1.01248,0.967352,0.978131
0.991291,0.986334,1.06935,0.990096,0.997303,1.01281,1.03121,0.898935,1.07409,1.04514,0.915581,1.02208,0.923554,1.00052,1.03003,0.981866,1.12937,1.12044,0.917366,1.23979,1.01179,1.13297,0.911901,0.882663,1.07525,1.03025,0.97623,0.976275
0.979339,0.992096,1.06567,0.983033,1.00396,1.04384,1.02979,0.918766,1.06307,1.0308,0.914787,1.00913,0.929924,0.99283,1.02893,0.969093,1.14906,1.13492,0.914589,1.22798,1.00607,1.1189,0.917443,0.870473,1.07794,1.01712,0.972465,0.988486
0.968677,0.995033,1.06557,0.981381,1.00135,1.04874,1.03044,0.905924,1.06748,1.04087,0.932439,1.00962,0.934222,0.991887,1.03519,0.965748,1.15192,1.1321,0.891369,1.2197,1.00027,1.1287,0.923866,0.863971,1.07243,1.03156,0.969413,0.987157
0.95738,0.990466,1.06921,0.990808,0.989351,1.05568,1.03286,0.913246,1.04753,1.03105,0.917667,1.00801,0.925497,0.973013,1.0382,0.951772,1.14679,1.12167,0.901477,1.24464,1.0061,1.128,0.915862,0.848854,1.05874,1.0349,0.960151,0.986797
0.947938,1.00782,1.04816,0.979472,0.978339,1.04212,1.02877,0.916062,1.0401,1.01502,0.922168,0.995268,0.91046,0.959152,1.0383,0.938567,1.1357,1.10788,0.902714,1.26077,1.00073,1.12533,0.905426,0.86032,1.05209,1.02038,0.950826,0.975791
0.948633,1.0333,1.03902,0.961425,0.98731,1.03744,1.02687,0.907839,1.01957,0.996232,0.928694,0.977277,0.91668,0.94668,1.03149,0.92442,1.11959,1.1062,0.903612,1.25805,0.986949,1.14313,0.902059,0.857385,1.06898,1.04328,0.942128,0.963813
0.931749,1.02396,1.04762,0.958663,0.980172,1.04732,1.02663,0.884539,1.00733,0.990566,0.95546,0.980267,0.944986,0.971777,1.00818,0.907702,1.12491,1.11501,0.906315,1.26314,0.971755,1.14661,0.904414,0.855262,1.07557,1.04584,0.944469,0.956392
0.923751,1.00965,1.0367,0.968158,0.975307,1.07441,1.0423,0.89674,0.994012,0.984591,0.944102,0.964006,0.97252,0.969969,0.999209,0.89836,1.14437,1.12988,0.91987,1.28818,1.0131,1.17917,0.930144,0.8551,1.08953,1.05064,0.941005,0.955751
0.942643,1.00928,1.0196,0.955269,1.00003,1.0662,1.05791,0.881228,0.987452,0.973049,0.92679,0.972918,0.98001,0.957957,1.03278,0.89042,1.14287,1.12957,0.911422,1.30238,1.02792,1.19348,0.921941,0.839298,1.0773,1.04635,0.951688,0.971837
0.968235,0.996344,1.01775,0.936013,0.996101,1.07724,1.05067,0.883993,0.973956,0.981893,0.92799,0.95892,0.994307,0.974081,1.01997,0.888269,1.13166,1.13981,0.906847,1.31574,1.01593,1.1872,0.934513,0.825345,1.09387,1.05283,0.948502,0.957802
0.97112,0.99901,0.998255,0.924939,0.989134,1.0847,1.06045,0.893275,0.965539,0.989872,0.927336,0.958982,0.990657,0.961261,1.01719,0.881112,1.12078,1.14355,0.904928,1.31353,1.03447,1.18631,0.928269,0.824016,1.07935,1.04948,0.943967,0.964284
0.998211,1.01447,0.975055,0.925743,1.007,1.0993,1.06112,0.88281,0.96174,0.984723,0.923252,0.960698,0.990845,0.950085,1.00614,0.882782,1.11267,1.14588,0.901126,1.34476,1.04674,1.17118,0.920354,0.81412,1.06205,1.04261,0.946544,0.957835
1.01508,1.00609,0.959546,0.922243,1.00018,1.08924,1.05326,0.896764,0.957171,0.991733,0.919927,0.957695,0.988822,0.938351,0.9952,0.880751,1.11863,1.14326,0.891897,1.36666,1.04614,1.15659,0.934556,0.817407,1.10133,1.06889,0.944869,0.952219
1.00157,1.01164,0.952168,0.922484,0.999497,1.09262,1.03904,0.895007,0.95064,0.977956,0.913993,0.964534,0.994434,0.937701,0.998276,0.867415,1.10725,1.12775,0.889155,1.35708,1.03451,1.15308,0.922023,0.861716,1.13614,1.07894,0.957256,0.943687
1.00149,0.992114,0.931341,0.922387,1.00744,1.09028,1.06075,0.896164,0.941701,0.981541,0.900502,0.959635,0.985338,0.95312,1.00639,0.852421,1.11248,1.11121,0.878653,1.34142,1.04251,1.14357,0.922222,0.850742,1.14957,1.06891,0.944416,0.944274
1.0188,1.00579,0.918916,0.920961,1.02437,1.08529,1.08259,0.889256,0.941174,0.963986,0.899688,0.951179,0.987099,0.937338,1.0093,0.844375,1.11574,1.10636,0.879607,1.37882,1.05015,1.12277,0.914513,0.857923,1.14464,1.05913,0.946218,0.942908
