0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997281,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,0.997282,1.03156,1.04245
0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.99457,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,0.994571,1.01848,1.03173,1.03879,1.04853
0.991866,0.991866,0.991866,0.991866,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991867,0.991868,0.991868,1.00949,1.02615,1.02924,1.03452,1.0409,1.04893
0.989169,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.98917,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989171,0.989172,0.989172,1.00388,1.014,1.02078,1.0251,1.03311,1.03917,1.04871,1.04989
0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986481,0.986482,0.986482,0.986482,0.986482,0.986482,0.986482,0.986482,0.986482,0.986482,0.986482,0.986482,0.986482,0.986483,0.986483,0.99851,1.00421,1.01127,1.01528,1.02075,1.03261,1.03877,1.04267,1.05415,1.06062
0.983798,0.983799,0.983799,0.983799,0.983799,0.983799,0.983799,0.983799,0.983799,0.983799,0.983799,0.983799,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.9838,0.983801,0.983801,0.983802,0.995233,1.00113,1.00776,1.00866,1.0137,1.0262,1.02991,1.03102,1.03931,1.04852,1.05878,1.06337
0.981124,0.981124,0.981124,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981125,0.981126,0.981126,0.981126,0.981127,0.981127,0.981128,0.992434,0.997771,0.999177,1.00467,1.00693,1.01508,1.02353,1.02442,1.03022,1.03175,1.04849,1.05086,1.06157,1.06805
0.978456,0.978457,0.978457,0.978457,0.978457,0.978457,0.978457,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978458,0.978459,0.978459,0.978459,0.978459,0.978459,0.978459,0.978461,0.989543,0.993997,0.995767,0.999904,1.00371,1.00838,1.01281,1.01406,1.02185,1.02315,1.03201,1.0422,1.04878,1.05563,1.06441,1.07825
0.975796,0.975796,0.975797,0.975797,0.975797,0.975797,0.975797,0.975797,0.975797,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975798,0.975799,0.975799,0.975799,0.975799,0.975799,0.975799,0.975799,0.975799,0.975802,0.986666,0.990809,0.992406,0.995495,0.998434,1.00125,1.00576,1.01181,1.01259,1.0146,1.02109,1.02723,1.03632,1.04041,1.04972,1.05644,1.06687,1.07693
0.973143,0.973143,0.973144,0.973144,0.973144,0.973144,0.973144,0.973144,0.973145,0.973145,0.973145,0.973145,0.973145,0.973145,0.973145,0.973145,0.973145,0.973146,0.973146,0.973146,0.973146,0.973146,0.973146,0.973146,0.973146,0.973146,0.973146,0.973146,0.973147,0.973149,0.982235,0.984014,0.985453,0.988208,0.991626,0.996595,0.999672,1.00216,1.00919,1.01178,1.01333,1.02148,1.02405,1.02688,1.03367,1.04447,1.05054,1.05618,1.0664,1.08991
0.970498,0.970498,0.970498,0.970498,0.970499,0.970499,0.970499,0.970499,0.970499,0.9705,0.9705,0.9705,0.9705,0.9705,0.9705,0.9705,0.9705,0.9705,0.9705,0.9705,0.9705,0.9705,0.970501,0.970501,0.970501,0.970501,0.970501,0.970503,0.979032,0.980415,0.982359,0.982984,0.987,0.989748,0.994891,0.998158,1.00033,1.00267,1.01013,1.01301,1.0148,1.01964,1.02784,1.03228,1.03891,1.04387,1.04917,1.05861,1.07984,1.09757
0.967859,0.96786,0.96786,0.96786,0.967861,0.967861,0.967861,0.967861,0.967861,0.967861,0.967862,0.967862,0.967862,0.967862,0.967862,0.967862,0.967862,0.967862,0.967862,0.967862,0.967862,0.967862,0.967863,0.967863,0.967863,0.967866,0.973974,0.976877,0.978203,0.979887,0.984225,0.985645,0.989108,0.993542,0.994949,0.998668,1.00113,1.00403,1.00857,1.01557,1.01741,1.023,1.02955,1.03602,1.0396,1.04847,1.05288,1.05753,1.07881,1.09848
0.965228,0.965229,0.965229,0.965229,0.965229,0.96523,0.96523,0.96523,0.96523,0.96523,0.965231,0.965231,0.965231,0.965231,0.965231,0.965231,0.965231,0.965231,0.965231,0.965231,0.965232,0.965232,0.965232,0.965236,0.968962,0.971249,0.972569,0.974527,0.979747,0.982807,0.984241,0.985165,0.988545,0.99339,0.996092,0.998898,1.00155,1.00362,1.01076,1.01559,1.01769,1.02334,1.02706,1.03603,1.03987,1.04699,1.05318,1.0683,1.0764,1.09692
0.962604,0.962605,0.962605,0.962605,0.962606,0.962606,0.962606,0.962606,0.962606,0.962606,0.962607,0.962607,0.962607,0.962607,0.962607,0.962607,0.962607,0.962608,0.962608,0.962608,0.962608,0.962611,0.966104,0.967918,0.969227,0.97043,0.973097,0.975167,0.97954,0.981492,0.984414,0.985548,0.988396,0.991105,0.996369,0.997407,0.999804,1.00796,1.01149,1.01536,1.01654,1.02514,1.03367,1.03602,1.04063,1.04609,1.05432,1.06714,1.07522,1.09501
0.959987,0.959988,0.959989,0.959989,0.959989,0.959989,0.959989,0.959989,0.959989,0.959989,0.95999,0.95999,0.95999,0.95999,0.95999,0.95999,0.959991,0.959991,0.959992,0.959992,0.96321,0.963556,0.965294,0.967516,0.970117,0.970908,0.97295,0.976704,0.978531,0.979608,0.98262,0.984185,0.986726,0.99149,0.994545,0.996964,0.999118,1.0065,1.0121,1.01615,1.01701,1.02449,1.03222,1.03739,1.04369,1.04599,1.05688,1.06492,1.07567,1.09549
0.957377,0.957379,0.957379,0.957379,0.957379,0.957379,0.95738,0.95738,0.95738,0.95738,0.95738,0.95738,0.95738,0.957381,0.957381,0.957381,0.957381,0.957383,0.960225,0.960604,0.962313,0.963997,0.967031,0.968101,0.969379,0.972264,0.973631,0.975979,0.978243,0.97998,0.983809,0.984595,0.988763,0.991081,0.992208,0.997612,1.00097,1.00634,1.01388,1.01609,1.0209,1.02426,1.03333,1.03745,1.04146,1.045,1.06218,1.06735,1.08009,1.09461
0.954775,0.954776,0.954776,0.954777,0.954777,0.954777,0.954777,0.954777,0.954777,0.954778,0.954778,0.954778,0.954778,0.954778,0.954779,0.954781,0.95739,0.957976,0.958699,0.960709,0.961748,0.964362,0.964988,0.967125,0.969452,0.97078,0.97473,0.976145,0.976794,0.977665,0.982428,0.984552,0.988424,0.993307,0.994628,0.998982,1.00337,1.00568,1.01287,1.0185,1.02255,1.026,1.03174,1.03708,1.04058,1.04556,1.05946,1.0679,1.0879,1.11187
0.95218,0.952181,0.952182,0.952182,0.952182,0.952182,0.952182,0.952182,0.952182,0.952182,0.952183,0.952183,0.952184,0.952184,0.953652,0.954221,0.955712,0.957028,0.958392,0.959551,0.960503,0.962253,0.965496,0.966872,0.96809,0.969989,0.973366,0.973698,0.974912,0.981519,0.982029,0.985709,0.986013,0.992097,0.995575,0.997084,1.00289,1.00667,1.01306,1.02089,1.02239,1.02723,1.03096,1.03706,1.03812,1.0482,1.05791,1.07473,1.08694,1.12508
0.949593,0.949593,0.949593,0.949593,0.949593,0.949594,0.949594,0.949594,0.949594,0.949594,0.949595,0.949597,0.950554,0.951048,0.951877,0.954281,0.954505,0.955826,0.956549,0.958517,0.959632,0.961833,0.963219,0.964577,0.96761,0.969315,0.971135,0.974644,0.977758,0.980221,0.980643,0.985403,0.990565,0.993096,0.995664,0.998809,1.00118,1.00894,1.01382,1.01938,1.02354,1.02714,1.03029,1.03522,1.04369,1.05432,1.05654,1.08385,1.08793,1.12271
